Reporte de Detección de Vehículos

ID: 4136, Nombre: lluvia6.jpg, Ubicación: uploads\lluvia6.jpg, Tipo: automovil, Confianza: 97.48%, Fecha/Hora: 2025-01-12 12:16:54.207171, Tiempo: 0.439728s
ID: 4137, Nombre: lluvia6.jpg, Ubicación: uploads\lluvia6.jpg, Tipo: automovil, Confianza: 96.71%, Fecha/Hora: 2025-01-12 12:16:54.209169, Tiempo: 0.439728s
ID: 4138, Nombre: lluvia6.jpg, Ubicación: uploads\lluvia6.jpg, Tipo: automovil, Confianza: 70.41%, Fecha/Hora: 2025-01-12 12:16:54.210169, Tiempo: 0.439728s
ID: 4139, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: automovil, Confianza: 97.00%, Fecha/Hora: 2025-01-12 12:41:23.194034, Tiempo: 0.181888s
ID: 4140, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: automovil, Confianza: 76.36%, Fecha/Hora: 2025-01-12 12:41:23.197031, Tiempo: 0.181888s
ID: 4141, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: moto, Confianza: 67.48%, Fecha/Hora: 2025-01-12 12:41:23.199031, Tiempo: 0.181888s
ID: 4142, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: furgoneta, Confianza: 65.97%, Fecha/Hora: 2025-01-12 12:41:23.201029, Tiempo: 0.181888s
ID: 4143, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: moto, Confianza: 62.77%, Fecha/Hora: 2025-01-12 12:41:23.203027, Tiempo: 0.181888s
ID: 4144, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: automovil, Confianza: 97.00%, Fecha/Hora: 2025-01-12 12:41:23.418895, Tiempo: 0.40475s
ID: 4145, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: automovil, Confianza: 76.36%, Fecha/Hora: 2025-01-12 12:41:23.420893, Tiempo: 0.40475s
ID: 4146, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: moto, Confianza: 67.48%, Fecha/Hora: 2025-01-12 12:41:23.422893, Tiempo: 0.40475s
ID: 4147, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: furgoneta, Confianza: 65.97%, Fecha/Hora: 2025-01-12 12:41:23.424892, Tiempo: 0.40475s
ID: 4148, Nombre: lluvia2.jpg, Ubicación: uploads\lluvia2.jpg, Tipo: moto, Confianza: 62.77%, Fecha/Hora: 2025-01-12 12:41:23.426891, Tiempo: 0.40475s
ID: 4149, Nombre: lluvia5.jpg, Ubicación: uploads\lluvia5.jpg, Tipo: automovil, Confianza: 95.39%, Fecha/Hora: 2025-01-12 18:36:53.181552, Tiempo: 2.574186s
ID: 4150, Nombre: lluvia5.jpg, Ubicación: uploads\lluvia5.jpg, Tipo: automovil, Confianza: 92.53%, Fecha/Hora: 2025-01-12 18:36:53.193545, Tiempo: 2.574186s
ID: 4151, Nombre: lluvia5.jpg, Ubicación: uploads\lluvia5.jpg, Tipo: automovil, Confianza: 86.68%, Fecha/Hora: 2025-01-12 18:36:53.195544, Tiempo: 2.574186s
ID: 4152, Nombre: lluvia5.jpg, Ubicación: uploads\lluvia5.jpg, Tipo: automovil, Confianza: 84.86%, Fecha/Hora: 2025-01-12 18:36:53.198542, Tiempo: 2.574186s
ID: 4153, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 96.58%, Fecha/Hora: 2025-01-12 18:37:25.852127, Tiempo: 0.197878s
ID: 4154, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 87.58%, Fecha/Hora: 2025-01-12 18:37:25.855124, Tiempo: 0.197878s
ID: 4155, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 82.28%, Fecha/Hora: 2025-01-12 18:37:25.856124, Tiempo: 0.197878s
ID: 4156, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 49.59%, Fecha/Hora: 2025-01-12 18:37:25.858122, Tiempo: 0.197878s
ID: 4157, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 96.58%, Fecha/Hora: 2025-01-12 18:37:26.063996, Tiempo: 0.40874s
ID: 4158, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 87.58%, Fecha/Hora: 2025-01-12 18:37:26.066994, Tiempo: 0.40874s
ID: 4159, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 82.28%, Fecha/Hora: 2025-01-12 18:37:26.068993, Tiempo: 0.40874s
ID: 4160, Nombre: lluvia17.jpg, Ubicación: uploads\lluvia17.jpg, Tipo: automovil, Confianza: 49.59%, Fecha/Hora: 2025-01-12 18:37:26.069992, Tiempo: 0.40874s
ID: 4161, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:48:29.815395, Tiempo: 0.166896s
ID: 4162, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:48:29.818393, Tiempo: 0.166896s
ID: 4163, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:48:29.820392, Tiempo: 0.166896s
ID: 4164, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:48:29.822392, Tiempo: 0.166896s
ID: 4165, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:48:29.825389, Tiempo: 0.166896s
ID: 4166, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:48:29.827389, Tiempo: 0.166896s
ID: 4167, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:48:29.831386, Tiempo: 0.166896s
ID: 4168, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:48:30.010275, Tiempo: 0.360776s
ID: 4169, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:48:30.012274, Tiempo: 0.360776s
ID: 4170, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:48:30.014273, Tiempo: 0.360776s
ID: 4171, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:48:30.016272, Tiempo: 0.360776s
ID: 4172, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:48:30.019270, Tiempo: 0.360776s
ID: 4173, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:48:30.021268, Tiempo: 0.360776s
ID: 4174, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:48:30.022267, Tiempo: 0.360776s
ID: 4175, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:49:59.656534, Tiempo: 0.155903s
ID: 4176, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:49:59.658533, Tiempo: 0.155903s
ID: 4177, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:49:59.660531, Tiempo: 0.155903s
ID: 4178, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:49:59.661531, Tiempo: 0.155903s
ID: 4179, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:49:59.664529, Tiempo: 0.155903s
ID: 4180, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:49:59.665529, Tiempo: 0.155903s
ID: 4181, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:49:59.667527, Tiempo: 0.155903s
ID: 4182, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:50:24.258914, Tiempo: 0.149908s
ID: 4183, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:50:24.260912, Tiempo: 0.149908s
ID: 4184, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:50:24.263911, Tiempo: 0.149908s
ID: 4185, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:50:24.264910, Tiempo: 0.149908s
ID: 4186, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:50:24.266910, Tiempo: 0.149908s
ID: 4187, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:50:24.268908, Tiempo: 0.149908s
ID: 4188, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:50:24.269907, Tiempo: 0.149908s
ID: 4189, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:50:58.606687, Tiempo: 0.152906s
ID: 4190, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:50:58.608686, Tiempo: 0.152906s
ID: 4191, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:50:58.610684, Tiempo: 0.152906s
ID: 4192, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:50:58.613684, Tiempo: 0.152906s
ID: 4193, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:50:58.615682, Tiempo: 0.152906s
ID: 4194, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:50:58.618679, Tiempo: 0.152906s
ID: 4195, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:50:58.619679, Tiempo: 0.152906s
ID: 4196, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 18:50:58.757594, Tiempo: 0.302814s
ID: 4197, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 18:50:58.759593, Tiempo: 0.302814s
ID: 4198, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 18:50:58.761592, Tiempo: 0.302814s
ID: 4199, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 18:50:58.762591, Tiempo: 0.302814s
ID: 4200, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 18:50:58.764590, Tiempo: 0.302814s
ID: 4201, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 18:50:58.766588, Tiempo: 0.302814s
ID: 4202, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 18:50:58.768587, Tiempo: 0.302814s
ID: 4203, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:25:09.264323, Tiempo: 0.187884s
ID: 4204, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:25:09.269320, Tiempo: 0.187884s
ID: 4205, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:25:09.271320, Tiempo: 0.187884s
ID: 4206, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:25:09.273318, Tiempo: 0.187884s
ID: 4207, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:25:09.275317, Tiempo: 0.187884s
ID: 4208, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:25:09.276316, Tiempo: 0.187884s
ID: 4209, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:25:09.277316, Tiempo: 0.187884s
ID: 4210, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:25:10.664043, Tiempo: 0.144911s
ID: 4211, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:25:10.666042, Tiempo: 0.144911s
ID: 4212, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:25:10.668041, Tiempo: 0.144911s
ID: 4213, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:25:10.670039, Tiempo: 0.144911s
ID: 4214, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:25:10.671040, Tiempo: 0.144911s
ID: 4215, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:25:10.673038, Tiempo: 0.144911s
ID: 4216, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:25:10.675037, Tiempo: 0.144911s
ID: 4217, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:25:27.541547, Tiempo: 0.139421s
ID: 4218, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:25:27.544546, Tiempo: 0.139421s
ID: 4219, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:25:27.545545, Tiempo: 0.139421s
ID: 4220, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:25:27.547544, Tiempo: 0.139421s
ID: 4221, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:25:27.549543, Tiempo: 0.139421s
ID: 4222, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:25:27.552542, Tiempo: 0.139421s
ID: 4223, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:25:27.554540, Tiempo: 0.139421s
ID: 4224, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:25:31.207433, Tiempo: 0.135917s
ID: 4225, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:25:31.209432, Tiempo: 0.135917s
ID: 4226, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:25:31.210431, Tiempo: 0.135917s
ID: 4227, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:25:31.212430, Tiempo: 0.135917s
ID: 4228, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:25:31.213429, Tiempo: 0.135917s
ID: 4229, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:25:31.215428, Tiempo: 0.135917s
ID: 4230, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:25:31.216429, Tiempo: 0.135917s
ID: 4231, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:27:17.958582, Tiempo: 0.140911s
ID: 4232, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:27:17.961580, Tiempo: 0.140911s
ID: 4233, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:27:17.962579, Tiempo: 0.140911s
ID: 4234, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:27:17.964578, Tiempo: 0.140911s
ID: 4235, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:27:17.966577, Tiempo: 0.140911s
ID: 4236, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:27:17.968577, Tiempo: 0.140911s
ID: 4237, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:27:17.970575, Tiempo: 0.140911s
ID: 4238, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:27:19.410532, Tiempo: 0.152904s
ID: 4239, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:27:19.413531, Tiempo: 0.152904s
ID: 4240, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:27:19.414529, Tiempo: 0.152904s
ID: 4241, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:27:19.415529, Tiempo: 0.152904s
ID: 4242, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:27:19.417529, Tiempo: 0.152904s
ID: 4243, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:27:19.419527, Tiempo: 0.152904s
ID: 4244, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:27:19.421525, Tiempo: 0.152904s
ID: 4245, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:40:08.383870, Tiempo: 0.154903s
ID: 4246, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:40:08.385869, Tiempo: 0.154903s
ID: 4247, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:40:08.386868, Tiempo: 0.154903s
ID: 4248, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:40:08.388868, Tiempo: 0.154903s
ID: 4249, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:40:08.390866, Tiempo: 0.154903s
ID: 4250, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:40:08.393865, Tiempo: 0.154903s
ID: 4251, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:40:08.394863, Tiempo: 0.154903s
ID: 4252, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:40:21.113072, Tiempo: 0.142911s
ID: 4253, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:40:21.115071, Tiempo: 0.142911s
ID: 4254, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:40:21.117068, Tiempo: 0.142911s
ID: 4255, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:40:21.119068, Tiempo: 0.142911s
ID: 4256, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:40:21.121067, Tiempo: 0.142911s
ID: 4257, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:40:21.122066, Tiempo: 0.142911s
ID: 4258, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:40:21.124065, Tiempo: 0.142911s
ID: 4259, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:43:42.453596, Tiempo: 0.138914s
ID: 4260, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:43:42.455595, Tiempo: 0.138914s
ID: 4261, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:43:42.457594, Tiempo: 0.138914s
ID: 4262, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:43:42.458594, Tiempo: 0.138914s
ID: 4263, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:43:42.461591, Tiempo: 0.138914s
ID: 4264, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:43:42.463591, Tiempo: 0.138914s
ID: 4265, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:43:42.465589, Tiempo: 0.138914s
ID: 4266, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:43:44.165359, Tiempo: 0.161906s
ID: 4267, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:43:44.167358, Tiempo: 0.161906s
ID: 4268, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:43:44.169357, Tiempo: 0.161906s
ID: 4269, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:43:44.170356, Tiempo: 0.161906s
ID: 4270, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:43:44.172356, Tiempo: 0.161906s
ID: 4271, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:43:44.174354, Tiempo: 0.161906s
ID: 4272, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:43:44.176353, Tiempo: 0.161906s
ID: 4273, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 99.10%, Fecha/Hora: 2025-01-12 19:45:23.275874, Tiempo: 0.133916s
ID: 4274, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 96.30%, Fecha/Hora: 2025-01-12 19:45:23.277874, Tiempo: 0.133916s
ID: 4275, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 95.97%, Fecha/Hora: 2025-01-12 19:45:23.280872, Tiempo: 0.133916s
ID: 4276, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 91.92%, Fecha/Hora: 2025-01-12 19:45:23.281871, Tiempo: 0.133916s
ID: 4277, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 87.15%, Fecha/Hora: 2025-01-12 19:45:23.283870, Tiempo: 0.133916s
ID: 4278, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: automovil, Confianza: 71.87%, Fecha/Hora: 2025-01-12 19:45:23.284870, Tiempo: 0.133916s
ID: 4279, Nombre: images.jpg, Ubicación: uploads\images.jpg, Tipo: bus, Confianza: 46.13%, Fecha/Hora: 2025-01-12 19:45:23.286868, Tiempo: 0.133916s
